contract_id,slice_id,pr_number,base_commit,head_commit,change_status,path,review_class,primary_scientific_review,landscape_key
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,M,.Rbuildignore,package_or_dependency_metadata,False,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,.github/workflows/r-package-ci.yml,ci_workflow,False,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,.gitignore,package_or_dependency_metadata,False,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,M,DESCRIPTION,package_or_dependency_metadata,False,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,M,LICENSE,other_repository_content,False,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,LICENSE.md,other_repository_content,False,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,M,NAMESPACE,package_or_dependency_metadata,False,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,PROJECT_PLAN.md,plan_or_evidence_index,False,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,M,R/Integration_flexible.R,scientific_r_source,True,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,M,R/PH_Calculation.R,scientific_r_source,True,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,M,R/PH_Functions.R,scientific_r_source,True,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,M,R/PH_PostProcessing_andAnalysis.R,scientific_r_source,True,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,M,R/cluster_comparison.R,scientific_r_source,True,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,M,R/cluster_comparison_FUNCTION.R,scientific_r_source,True,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,M,R/cross_iteration_functions.R,scientific_r_source,True,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,M,R/custom_iteration_inputs_template.R,scientific_r_source,True,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,R/globals.R,scientific_r_source,True,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,R/landscape_contract.R,scientific_r_source,True,True
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,R/landscape_convergence.R,scientific_r_source,True,True
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,R/landscape_reference.R,scientific_r_source,True,True
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,M,R/logging_utils.R,scientific_r_source,True,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,M,R/ph_utils.R,scientific_r_source,True,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,M,R/pkgImports.R,scientific_r_source,True,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,R/provenance_utils.R,scientific_r_source,True,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,R/random_group_utils.R,scientific_r_source,True,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,R/realistic_fixture.R,scientific_r_source,True,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,R/timing_utils.R,scientific_r_source,True,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,R/toy_baseline.R,scientific_r_source,True,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,M,R/unified_pipeline.R,scientific_r_source,True,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,M,README.md,other_repository_content,False,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,docs/PROJECT_EVIDENCE.md,plan_or_evidence_index,False,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,docs/architecture/ADR-001-LANDSCAPE-REFERENCE-ENGINE.md,architecture_decision,True,True
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,docs/architecture/ADR-002-LANDSCAPE-PRODUCTION-CANDIDATES.md,architecture_decision,True,True
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,docs/architecture/PERSISTENCE_DIAGRAM_LANDSCAPE_MAP.md,architecture_decision,True,True
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,docs/audits/DEPENDENCY_BASELINE_2026-08-04.md,scientific_or_process_audit,True,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,docs/audits/LANDSCAPE_CONVERGENCE_FEASIBILITY_2026-08-05.md,scientific_or_process_audit,True,True
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,docs/audits/LANDSCAPE_ORACLE_AND_DIAGRAM_ELIGIBILITY_2026-08-05.md,scientific_or_process_audit,True,True
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,docs/audits/LANDSCAPE_REFERENCE_ENGINE_2026-08-05.md,scientific_or_process_audit,True,True
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,docs/audits/MV01_DUAL_VIEW_CONTRACT_2026-08-05.md,scientific_or_process_audit,True,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,docs/audits/PACKAGE_HEALTH_CHECKPOINT_2026-08-04.md,scientific_or_process_audit,True,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,docs/audits/PERSISTENCE_LANDSCAPE_SPECIFICATION_AUDIT_2026-08-05.md,scientific_or_process_audit,True,True
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,docs/audits/PH_ORCHESTRATION_H1_PROFILE_2026-08-05.md,scientific_or_process_audit,True,True
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,docs/audits/PROVENANCE_INSTRUMENTATION_2026-08-04.md,scientific_or_process_audit,True,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,docs/audits/REALISTIC_FIXTURE_CI_OBSERVABILITY_2026-08-05.md,scientific_or_process_audit,True,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,docs/audits/REPRODUCIBLE_TOY_PROFILE_2026-08-05.md,scientific_or_process_audit,True,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,docs/audits/TEST_SUITE_REPAIR_2026-08-04.md,scientific_or_process_audit,True,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,docs/audits/landscape-oracle-2026-08-05/r-session-info.txt,scientific_or_process_audit,True,True
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,docs/audits/landscape-reference-2026-08-05/landscape-reference-session-info.txt,scientific_or_process_audit,True,True
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,docs/audits/phase-0/ARTIFACT_INVENTORY_2026-08-03.md,scientific_or_process_audit,True,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,docs/audits/phase-0/BIORXIV_V2_RECONSTRUCTION_TRACE.md,scientific_or_process_audit,True,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,docs/audits/phase-0/CACHED_DIVERGENCE_2026-08-03.md,scientific_or_process_audit,True,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,docs/audits/phase-0/EXAMPLE_RUN_ASSESSMENT_2026-08-03.md,scientific_or_process_audit,True,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,docs/audits/phase-0/FRESH_UPSTREAM_VERIFICATION_2026-08-03.md,scientific_or_process_audit,True,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,docs/audits/phase-0/POST_SYNC_VERIFICATION_2026-08-03.md,scientific_or_process_audit,True,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,docs/audits/phase-0/PROTECTED_ARTIFACT_MANIFEST_2026-08-03.md,scientific_or_process_audit,True,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,docs/audits/phase-0/REPOSITORY_STATE_2026-08-03.md,scientific_or_process_audit,True,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,docs/audits/phase-0/SAFE_SYNCHRONIZATION_PLAN.md,scientific_or_process_audit,True,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,docs/plans/DUAL_VIEW_MULTIVIEW_SPRINT_ROADMAP.md,plan_or_evidence_index,False,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,docs/plans/README.md,plan_or_evidence_index,False,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,docs/plans/WORK_LOG.md,plan_or_evidence_index,False,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,docs/plans/phase-0-preservation.md,plan_or_evidence_index,False,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,docs/plans/phase-1-scientific-audit.md,plan_or_evidence_index,False,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,docs/plans/phase-2-reproducible-baseline.md,plan_or_evidence_index,False,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,docs/plans/phase-3-literature-and-figures.md,plan_or_evidence_index,False,False
scphcompare_merge_readiness_inventory_v1,P01,111,3910b15ce6d3f88197847a8aba94b184e7d9c034,826dde01e6baaca653115ea9f8e0683e176e86f7,A,docs/plans/phase-4-primary-benchmark.md,plan_or_evidence_index,False,False
