"contract_id","run_role","unit_id","dataset_scope","seed","representation_id","panel_id","fit_cells","selected_cells","selected_cell_sha256","panel_genes","panel_sha256","values_finite","zero_variance_gene_count","minimum_gene_sd","correlation_chord_valid","matrix_sha256","distance_sha256","sct_seconds","sct_warning_count","sct_warning_sha256","residual_seconds","total_elapsed_seconds","persistence_computed","landscapes_computed","clustering_computed","fusion_computed","outcome_label_state","biological_outcomes_computed"
"mv08o_residual_source_sentinel_v1","primary","SRA701877_SRS3279688","internal124",20260805,"sct_data_all_qc_fit_selected384","exact500",396,384,"640f1d66d9edcbf9b28fe978fb16689f294c748d442e8e4156de4c42962d9d2f",500,"48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e",TRUE,0,0.115774048492087,TRUE,"11667a56d228e16059e7cb6b88b74889405b1dcd341c5fcd7a2782df5047c7b5","67df5063d35323e172c527a064ee46cc67bbaab1807cf9479ef497a9440f7dc9",39.047,52,"85b3c8df07c7859d19f3ad0590bbe2f6007bcf12c39054ff3e0932f1a2c92afc",0.555999999999997,39.823,FALSE,FALSE,FALSE,FALSE,"closed",FALSE
"mv08o_residual_source_sentinel_v1","primary","SRA701877_SRS3279688","internal124",20260805,"sct_pearson_residual_all_qc_fit_selected384","exact500",396,384,"640f1d66d9edcbf9b28fe978fb16689f294c748d442e8e4156de4c42962d9d2f",500,"48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e",TRUE,0,0.436093836162191,TRUE,"4b87973b09ef9a53a8134a5b4480f0386ae3a84bc223e7df1a51c94415a16646","2e75d8f6bff6d4543459198d7b0bcb62a956db9b9a828e722792c887be411f85",39.047,52,"85b3c8df07c7859d19f3ad0590bbe2f6007bcf12c39054ff3e0932f1a2c92afc",0.555999999999997,39.971,FALSE,FALSE,FALSE,FALSE,"closed",FALSE
"mv08o_residual_source_sentinel_v1","primary","SRA701877_SRS3279688","internal124",20260806,"sct_data_all_qc_fit_selected384","exact500",396,384,"aa3bbb13f42ed48d1490fa43a7d5a151db3e906e7eb7313e8cbc1b6c10346725",500,"48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e",TRUE,0,0.110534095808994,TRUE,"081aaf5bc38a923218c012f932cf6dfcd2d40bf7a1b4662c9085ea672c0f0047","1887dfa08a52e8934ddd5a26a3daacc1b9a31f30e483057370d70b546a0f22c1",39.047,52,"85b3c8df07c7859d19f3ad0590bbe2f6007bcf12c39054ff3e0932f1a2c92afc",0.555999999999997,40.108,FALSE,FALSE,FALSE,FALSE,"closed",FALSE
"mv08o_residual_source_sentinel_v1","primary","SRA701877_SRS3279688","internal124",20260806,"sct_pearson_residual_all_qc_fit_selected384","exact500",396,384,"aa3bbb13f42ed48d1490fa43a7d5a151db3e906e7eb7313e8cbc1b6c10346725",500,"48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e",TRUE,0,0.418472863970147,TRUE,"c446b508c309edee1cdfa09bb0a8535deedbd846ab56bd31d4fe4793a24bddfd","b0286c3daf0aec6c83027e98126730acb36b9268a129dbe6baa026cc06831ab3",39.047,52,"85b3c8df07c7859d19f3ad0590bbe2f6007bcf12c39054ff3e0932f1a2c92afc",0.555999999999997,40.236,FALSE,FALSE,FALSE,FALSE,"closed",FALSE
"mv08o_residual_source_sentinel_v1","primary","SRA701877_SRS3279688","internal124",20260807,"sct_data_all_qc_fit_selected384","exact500",396,384,"a236cfc5a79879a8da1b9d56d92ddacceb1423dec345a762fe4b808f7ef39de0",500,"48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e",TRUE,0,0.110534095808994,TRUE,"3be4a0c9eb9c58a5532488f577d9af79d5a9cbd80c758f7d0eb94c701f92e122","1def586fb3a1279574403fe85a4afc8754738c235494c8f09ba70c7aa9b443b4",39.047,52,"85b3c8df07c7859d19f3ad0590bbe2f6007bcf12c39054ff3e0932f1a2c92afc",0.555999999999997,40.378,FALSE,FALSE,FALSE,FALSE,"closed",FALSE
"mv08o_residual_source_sentinel_v1","primary","SRA701877_SRS3279688","internal124",20260807,"sct_pearson_residual_all_qc_fit_selected384","exact500",396,384,"a236cfc5a79879a8da1b9d56d92ddacceb1423dec345a762fe4b808f7ef39de0",500,"48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e",TRUE,0,0.422858452284042,TRUE,"7d895d40be3b1651a7f3f5b646e6624321ab273ee388c0934d813d532096c2bd","c71f42e272f23fa74ae0c5c7bf75544b3087957cff2aa14328644491ef3fcb9a",39.047,52,"85b3c8df07c7859d19f3ad0590bbe2f6007bcf12c39054ff3e0932f1a2c92afc",0.555999999999997,40.507,FALSE,FALSE,FALSE,FALSE,"closed",FALSE
"mv08o_residual_source_sentinel_v1","primary","SRA701877_SRS3279688","internal124",20260808,"sct_data_all_qc_fit_selected384","exact500",396,384,"31307205dd9e6dfce3ccea588456b854da9feabe81f1dab538c088f8f6ede02b",500,"48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e",TRUE,0,0.115774048492087,TRUE,"d51443139c2c2b344a09faf8849699ceb0a160f84ef12c04adfc9c755568a92f","e57be0cdcf0b1fbcf57dcc9d0265be3e7a22b92c4b4f2d12d79e233086e6b6db",39.047,52,"85b3c8df07c7859d19f3ad0590bbe2f6007bcf12c39054ff3e0932f1a2c92afc",0.555999999999997,40.629,FALSE,FALSE,FALSE,FALSE,"closed",FALSE
"mv08o_residual_source_sentinel_v1","primary","SRA701877_SRS3279688","internal124",20260808,"sct_pearson_residual_all_qc_fit_selected384","exact500",396,384,"31307205dd9e6dfce3ccea588456b854da9feabe81f1dab538c088f8f6ede02b",500,"48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e",TRUE,0,0.436159438432789,TRUE,"5521b5f15b27b53bb0854b9e6a4d95fecec1b7fd448f30fb847fce5d4eb52d11","0f2fc31b1b862bae79e8b8dccd83cd2b17bfa12299a83486ac7f1be3bd0a59a8",39.047,52,"85b3c8df07c7859d19f3ad0590bbe2f6007bcf12c39054ff3e0932f1a2c92afc",0.555999999999997,40.766,FALSE,FALSE,FALSE,FALSE,"closed",FALSE
"mv08o_residual_source_sentinel_v1","primary","SRA701877_SRS3279688","internal124",20260809,"sct_data_all_qc_fit_selected384","exact500",396,384,"ea48210f5ffb84bfc9592c148a1f91459a9eb6cd263a5dbe238d6edb7e2259c9",500,"48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e",TRUE,0,0.115774048492087,TRUE,"af2c643e4dafb7de789b73d10d0a583041e0774f746941c7748c0a9a85ae5e2a","624fa81fbad7d0b97e24571cad80a3dc0843d2c006ceb4897de35c83c9c99027",39.047,52,"85b3c8df07c7859d19f3ad0590bbe2f6007bcf12c39054ff3e0932f1a2c92afc",0.555999999999997,40.888,FALSE,FALSE,FALSE,FALSE,"closed",FALSE
"mv08o_residual_source_sentinel_v1","primary","SRA701877_SRS3279688","internal124",20260809,"sct_pearson_residual_all_qc_fit_selected384","exact500",396,384,"ea48210f5ffb84bfc9592c148a1f91459a9eb6cd263a5dbe238d6edb7e2259c9",500,"48e881ee753893bfaecd7101fc16fbcb552dd30a2a791fedfc7204d7b322a32e",TRUE,0,0.436154695350598,TRUE,"f7aac4f06946a512cf351103b74a35fafdb4d6248299afec96f4e1b15e433358","aa1f0e3d675344dab41c5bc0cab588d25e65e3cf8e4f4d3492ca1e9c3057621a",39.047,52,"85b3c8df07c7859d19f3ad0590bbe2f6007bcf12c39054ff3e0932f1a2c92afc",0.555999999999997,41.027,FALSE,FALSE,FALSE,FALSE,"closed",FALSE
