"contract_id","job_order","job_id","dataset_scope","unit_id","seed","representation_id","panel_id","panel_genes","panel_sha256","selected_cell_sha256","view_kind","execution_role","matrix_state","matrix_sha256","distance_sha256","homology_dimensions","filtration","threshold","field","primary_engine","primary_elapsed_cap_seconds","primary_rss_cap_bytes","fallback_engine","fallback_trigger","fallback_elapsed_cap_seconds","fallback_rss_cap_bytes","workers","retries","atomic_write","output_file","authorization_state","outcome_label_state","biological_outcomes_computed"
"mv08s_ph_sentinel_queue_v1",1,"mv08r_ph:external8:HCA_BM_001:20260805:sct_data_selected384_fit_same_axis:common475:cell_topology_v1","external8","HCA_BM_001",20260805,"sct_data_selected384_fit_same_axis","common475",475,"b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","399c9105ab1b07fe8f895911065da8efc094d0f535854877712033abb6f8cf96","cell_topology_v1","same_axis_external_baseline_cell_ph","construct_before_ph",,,"H0;H1_separate","complete_vietoris_rips",-1,2,"ripserr_0.3.0",600,4294967296,"none","none",,,1,0,TRUE,"ph/0001__b223cc1cb0e2a0734bdd.rds","authorized_after_mv08s_commit","closed",FALSE
"mv08s_ph_sentinel_queue_v1",2,"mv08r_ph:external8:HCA_BM_001:20260805:sct_data_selected384_fit_same_axis:common475:gene_topology_v1","external8","HCA_BM_001",20260805,"sct_data_selected384_fit_same_axis","common475",475,"b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","399c9105ab1b07fe8f895911065da8efc094d0f535854877712033abb6f8cf96","gene_topology_v1","same_axis_external_baseline_gene_ph","construct_before_ph",,,"H0;H1_separate","complete_vietoris_rips",-1,2,"ripserr_0.3.0",1800,8589934592,"TDA_ripsDiag_GUDHI_1.9.4","rss_cap_exceeded_only",1800,12884901888,1,0,TRUE,"ph/0002__1280afda471f1b09edf3.rds","authorized_after_mv08s_commit","closed",FALSE
"mv08s_ph_sentinel_queue_v1",3,"mv08r_ph:external8:HCA_BM_002:20260805:sct_data_selected384_fit_same_axis:common475:cell_topology_v1","external8","HCA_BM_002",20260805,"sct_data_selected384_fit_same_axis","common475",475,"b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","805754d02690e40834a6bca5e3ad268e81c56fdc200b5135e25b17ef68ff2c1f","cell_topology_v1","same_axis_external_baseline_cell_ph","construct_before_ph",,,"H0;H1_separate","complete_vietoris_rips",-1,2,"ripserr_0.3.0",600,4294967296,"none","none",,,1,0,TRUE,"ph/0003__5897a8e093046094c94a.rds","authorized_after_mv08s_commit","closed",FALSE
"mv08s_ph_sentinel_queue_v1",4,"mv08r_ph:external8:HCA_BM_002:20260805:sct_data_selected384_fit_same_axis:common475:gene_topology_v1","external8","HCA_BM_002",20260805,"sct_data_selected384_fit_same_axis","common475",475,"b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","805754d02690e40834a6bca5e3ad268e81c56fdc200b5135e25b17ef68ff2c1f","gene_topology_v1","same_axis_external_baseline_gene_ph","construct_before_ph",,,"H0;H1_separate","complete_vietoris_rips",-1,2,"ripserr_0.3.0",1800,8589934592,"TDA_ripsDiag_GUDHI_1.9.4","rss_cap_exceeded_only",1800,12884901888,1,0,TRUE,"ph/0004__e42ff79883028bd21621.rds","authorized_after_mv08s_commit","closed",FALSE
"mv08s_ph_sentinel_queue_v1",5,"mv08r_ph:external8:HCA_BM_003:20260805:sct_data_selected384_fit_same_axis:common475:cell_topology_v1","external8","HCA_BM_003",20260805,"sct_data_selected384_fit_same_axis","common475",475,"b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","50ed847c9f00b3d4d8bc5bfeea9507c3ce8c86cab33e2a1ca5cfd027ed6b52ca","cell_topology_v1","same_axis_external_baseline_cell_ph","construct_before_ph",,,"H0;H1_separate","complete_vietoris_rips",-1,2,"ripserr_0.3.0",600,4294967296,"none","none",,,1,0,TRUE,"ph/0005__611705f1976288a6d510.rds","authorized_after_mv08s_commit","closed",FALSE
"mv08s_ph_sentinel_queue_v1",6,"mv08r_ph:external8:HCA_BM_003:20260805:sct_data_selected384_fit_same_axis:common475:gene_topology_v1","external8","HCA_BM_003",20260805,"sct_data_selected384_fit_same_axis","common475",475,"b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","50ed847c9f00b3d4d8bc5bfeea9507c3ce8c86cab33e2a1ca5cfd027ed6b52ca","gene_topology_v1","same_axis_external_baseline_gene_ph","construct_before_ph",,,"H0;H1_separate","complete_vietoris_rips",-1,2,"ripserr_0.3.0",1800,8589934592,"TDA_ripsDiag_GUDHI_1.9.4","rss_cap_exceeded_only",1800,12884901888,1,0,TRUE,"ph/0006__6fc283eaebd71d019f1b.rds","authorized_after_mv08s_commit","closed",FALSE
"mv08s_ph_sentinel_queue_v1",7,"mv08r_ph:external8:HCA_BM_004:20260805:sct_data_selected384_fit_same_axis:common475:cell_topology_v1","external8","HCA_BM_004",20260805,"sct_data_selected384_fit_same_axis","common475",475,"b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","3739dc51888831ecf3215f9a6e5cee2e7ab1c887b63167ab2116568f2e0adfd4","cell_topology_v1","same_axis_external_baseline_cell_ph","construct_before_ph",,,"H0;H1_separate","complete_vietoris_rips",-1,2,"ripserr_0.3.0",600,4294967296,"none","none",,,1,0,TRUE,"ph/0007__fa89f14317b7d32ec699.rds","authorized_after_mv08s_commit","closed",FALSE
"mv08s_ph_sentinel_queue_v1",8,"mv08r_ph:external8:HCA_BM_004:20260805:sct_data_selected384_fit_same_axis:common475:gene_topology_v1","external8","HCA_BM_004",20260805,"sct_data_selected384_fit_same_axis","common475",475,"b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","3739dc51888831ecf3215f9a6e5cee2e7ab1c887b63167ab2116568f2e0adfd4","gene_topology_v1","same_axis_external_baseline_gene_ph","construct_before_ph",,,"H0;H1_separate","complete_vietoris_rips",-1,2,"ripserr_0.3.0",1800,8589934592,"TDA_ripsDiag_GUDHI_1.9.4","rss_cap_exceeded_only",1800,12884901888,1,0,TRUE,"ph/0008__bb5d5beccf7f7282f7df.rds","authorized_after_mv08s_commit","closed",FALSE
"mv08s_ph_sentinel_queue_v1",9,"mv08r_ph:external8:HCA_BM_005:20260805:sct_data_selected384_fit_same_axis:common475:cell_topology_v1","external8","HCA_BM_005",20260805,"sct_data_selected384_fit_same_axis","common475",475,"b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","877fb436ef10428d2ce396c03a84c4725a14c3d3880ebb2f2b8fdb4e7444cae6","cell_topology_v1","same_axis_external_baseline_cell_ph","construct_before_ph",,,"H0;H1_separate","complete_vietoris_rips",-1,2,"ripserr_0.3.0",600,4294967296,"none","none",,,1,0,TRUE,"ph/0009__c9a1e187a85812f27406.rds","authorized_after_mv08s_commit","closed",FALSE
"mv08s_ph_sentinel_queue_v1",10,"mv08r_ph:external8:HCA_BM_005:20260805:sct_data_selected384_fit_same_axis:common475:gene_topology_v1","external8","HCA_BM_005",20260805,"sct_data_selected384_fit_same_axis","common475",475,"b7b802ca862a63d7a4bbcaeab5af1192577663992a5ebde831371b6efafbc0ba","877fb436ef10428d2ce396c03a84c4725a14c3d3880ebb2f2b8fdb4e7444cae6","gene_topology_v1","same_axis_external_baseline_gene_ph","construct_before_ph",,,"H0;H1_separate","complete_vietoris_rips",-1,2,"ripserr_0.3.0",1800,8589934592,"TDA_ripsDiag_GUDHI_1.9.4","rss_cap_exceeded_only",1800,12884901888,1,0,TRUE,"ph/0010__ef48c20377969793a4f0.rds","authorized_after_mv08s_commit","closed",FALSE
