"contract_id","source_id","artifact_locator","sha256","bytes","accepted_head","private_source"
"mv08g_ph_source_freeze_v1","source_validation_decision","docs/audits/mv08g-source-validation-v2/mv08g-source-validation-decision.csv","5669e110b024f4b0bf2761e3f97b84e3b6f965eb93db6dfadfdc33b7b0f87cf1",614,"db74da3431338a6ecc9c648bdc473b496dff1553",FALSE
"mv08g_ph_source_freeze_v1","source_validation_summary","docs/audits/mv08g-source-validation-v2/mv08g-source-validation-summary.csv","a7e6324e22dfa4009fe5a3e9df260ce5a1a2f9e0e46c0e4bfdf5ec5701b63646",442,"db74da3431338a6ecc9c648bdc473b496dff1553",FALSE
"mv08g_ph_source_freeze_v1","source_repeat","docs/audits/mv08g-source-execution-v2/mv08g-source-repeat-validation.csv","39e8d325535783ae8be978ec811a80920f431c831ce9b96d961f84e9da9789ad",326,"db74da3431338a6ecc9c648bdc473b496dff1553",FALSE
"mv08g_ph_source_freeze_v1","ph_queue","docs/audits/mv08g-prefreeze-evidence-v2/mv08g-ph-queue.csv","38799ab92e321d6c7a7e28c7065a20c5aa6aefe643b444c05d1438790b0764cf",307230,"db74da3431338a6ecc9c648bdc473b496dff1553",FALSE
"mv08g_ph_source_freeze_v1","sample_axis","docs/audits/mv08g-prefreeze-evidence-v2/mv08g-sample-seed-axis.csv","d3c2236bfae04632645ffc4350f7b5bc7dfcbf78f358a5a63c6def0f78491209",58691,"db74da3431338a6ecc9c648bdc473b496dff1553",FALSE
"mv08g_ph_source_freeze_v1","","R/provenance_utils.R","dd6ed9425ae24076d891cdc186de90a9e4accb183f31f790de64af473afa3da9",11252,"db74da3431338a6ecc9c648bdc473b496dff1553",FALSE
"mv08g_ph_source_freeze_v1","","R/toy_baseline.R","7231cd35bd371db4a742bc61c8160ef1ca7ae186bb08c37cd91e06987268ab22",8698,"db74da3431338a6ecc9c648bdc473b496dff1553",FALSE
"mv08g_ph_source_freeze_v1","","R/dual_view_topology.R","25c967c214df3cf84e275ca28fb01896ec319c4f056f68e172bec7c2e51bf3bd",36758,"db74da3431338a6ecc9c648bdc473b496dff1553",FALSE
"mv08g_ph_source_freeze_v1","","R/mv07g_sentinel.R","7e1f7a08879cc1e93a2dacdae394d916e38f414c56fdd6c0cc25b39816aca39d",12825,"db74da3431338a6ecc9c648bdc473b496dff1553",FALSE
"mv08g_ph_source_freeze_v1","","R/mv07h_full_topology.R","2723b3bbc38eb8e9d68e9ee5a8408a3369996db07b18be0377bf6a1697702b91",24073,"db74da3431338a6ecc9c648bdc473b496dff1553",FALSE
"mv08g_ph_source_freeze_v1","","R/mv08g_panel_sensitivity.R","9affa99ff34b052c91594405134c349d14e578ff2ebf6b6593140b5d70d18cfc",17536,"db74da3431338a6ecc9c648bdc473b496dff1553",FALSE
"mv08g_ph_source_freeze_v1","","scripts/run_mv08g_ph_entry.R","bea039b6d24663528ec0d439149fbf4ebea6798c7b11fef87bb1f9a0b6c67bc5",1698,"db74da3431338a6ecc9c648bdc473b496dff1553",FALSE
"mv08g_ph_source_freeze_v1","","scripts/run_mv08g_ph_fallback_entry.R","42ed54682e49766dd94429213022677da0638fa637b5ee69ce3dcab09bcfe7e6",1728,"db74da3431338a6ecc9c648bdc473b496dff1553",FALSE
"mv08g_ph_source_freeze_v1","","scripts/run_mv08g_ph_monitor.R","eca9d2e27873b315d18d2d8b4da47744129df9f8bf031dc56df4555348286a1e",14075,"db74da3431338a6ecc9c648bdc473b496dff1553",FALSE
"mv08g_ph_source_freeze_v1","","scripts/validate_mv08g_ph.R","d765746a45186cc93b6021421612ac772c0a89be7f969e95b3ecf50966866b2e",8304,"db74da3431338a6ecc9c648bdc473b496dff1553",FALSE
"mv08g_ph_source_freeze_v1","","scripts/build_mv08g_ph_prefreeze.R","046a823d0035c9f1af7bfc2fca4c05bc8bf7b6de35378ef93f412c6656b0596c",8105,"db74da3431338a6ecc9c648bdc473b496dff1553",FALSE
"mv08g_ph_source_freeze_v1","","tests/testthat/test-mv08g-panel-sensitivity.R","a85cf1f2130ebe49a10620dd0a5b0137967df12776e7310a5f5029ea2cdfc91f",19184,"db74da3431338a6ecc9c648bdc473b496dff1553",FALSE
"mv08g_ph_source_freeze_v1","","docs/specifications/MV08G_COMMON475_PAIRED_REFERENCE_SENSITIVITY_PREFREEZE_V2.md","69e6f1abcba963b52aed17c299b87b3d568af2a4a1ebbfdcb7970a611130a5bd",2416,"db74da3431338a6ecc9c648bdc473b496dff1553",FALSE
