"contract_id","job_order","unit_id","dataset_scope","source_tier","fit_cells","disposition","exit_status","elapsed_seconds","peak_rss_bytes","elapsed_cap_seconds","rss_cap_bytes","cache_bytes","cache_sha256","worker_audit_sha256","stderr_bytes","stderr_class","worker_rows","all_required_geometry_valid","persistence_computed","landscapes_computed","clustering_computed","fusion_computed","outcome_label_state","biological_outcomes_computed","execution_source","attempt_number"
"mv08p_source_production_resource_v1",1,"SRA728025_SRS3454423","internal124","primary90",421,"completed",0,109.517860889435,937426944,1800,12884901888,15641386,"abc74c57c8050573576121ce43f3598be45a4eb5bb0b0441e5adee032ae7c09c","50059d895cb02b912f77b500d8e3da5834a058d6d260873e022969750916a7ee",338,"known_glmGamPoi_native_fallback",10,TRUE,FALSE,FALSE,FALSE,FALSE,"closed",FALSE,"mv08p_original_v1",1
"mv08p_source_production_resource_v1",2,"SRA728025_SRS3454422","internal124","primary90",484,"completed",0,113.153866291046,925585408,1800,12884901888,15641386,"716afc360457e609fa153e96bd5e42cf26a27dba432759b01fdfcac55a5882ff","bc35724df95dbe6c5b7f726fedda2d961fc315935bf3dd50cb3a1c0405300b50",338,"known_glmGamPoi_native_fallback",10,TRUE,FALSE,FALSE,FALSE,FALSE,"closed",FALSE,"mv08p_original_v1",1
"mv08p_source_production_resource_v1",3,"SRA784242_SRS3822680","internal124","primary90",537,"completed",0,97.1102340221405,815611904,1800,12884901888,15641386,"282162d507c65107d49def10ded0267284bbdf8847dfbb675684cb6ea68e5428","3e232c9b24d71dfd08f6bded34f841f06f8664728f790a88ad030904084846c2",338,"known_glmGamPoi_native_fallback",10,TRUE,FALSE,FALSE,FALSE,FALSE,"closed",FALSE,"mv08p_original_v1",1
"mv08p_source_production_resource_v1",4,"SRA716608_SRS3391632","internal124","primary90",554,"completed",0,83.0015184879303,1022132224,1800,12884901888,15641386,"92f7d8ca5ecccdbdfeff37caee4b0ee692cab1203ed8bf7054c727254fac8c7c","88ab74d2217c620cfc0af31714c3e53f1a3d513f103709b1f9d5de91222ed48a",338,"known_glmGamPoi_native_fallback",10,TRUE,FALSE,FALSE,FALSE,FALSE,"closed",FALSE,"mv08p_original_v1",1
"mv08p_source_production_resource_v1",5,"SRA784242_SRS3822682","internal124","primary90",574,"completed",0,125.293313741684,886280192,1800,12884901888,15641386,"0ba427e03c4b9d42f15bc80b34e82bb73ee3c1c6b38ad7938c44c5f6c7a83da7","2b8aee18ad70a9068bd697f2d5a86dcf1bc2aeb61c9fb1cb1a6757f0e304b1ac",338,"known_glmGamPoi_native_fallback",10,TRUE,FALSE,FALSE,FALSE,FALSE,"closed",FALSE,"mv08p_original_v1",1
"mv08p_source_production_resource_v1",6,"SRA850958_SRS4386113","internal124","added34",584,"completed",0,83.1541152000427,888762368,1800,12884901888,15641386,"4137bb52dd4e88a0d23ff65ebcfc69fa5fea96d355dd88804b3ef3f0e91fb4be","befe72a6c16a5cafa0ad90d1e964837a008b58ab51fe37fd8bdbcc67234a61ec",338,"known_glmGamPoi_native_fallback",10,TRUE,FALSE,FALSE,FALSE,FALSE,"closed",FALSE,"mv08p_original_v1",1
"mv08p_source_production_resource_v1",7,"SRA728025_SRS3454421","internal124","primary90",586,"completed",0,137.749078273773,1061990400,1800,12884901888,15641386,"ecb124c7260dd419d83a8ee62cd281fabfee41bb50bc4187c668bfc5c9e7a233","997a4bada87cde85c1e923f0fc0ad6af9281f63322945d4431fd9b0b5e03146f",338,"known_glmGamPoi_native_fallback",10,TRUE,FALSE,FALSE,FALSE,FALSE,"closed",FALSE,"mv08p_original_v1",1
"mv08p_source_production_resource_v1",8,"SRA826293_SRS4181125","internal124","primary90",609,"completed",0,90.6246120929718,754212864,1800,12884901888,15641386,"a0f72cddbfb4f91f83fa0b343c89ac50c0c9bc9efa2a900768946ff12c09fd45","9a46e79836e5e840e27272c1920b3c4f1199e9de9cb1917de7190b2ad15eeb68",338,"known_glmGamPoi_native_fallback",10,TRUE,FALSE,FALSE,FALSE,FALSE,"closed",FALSE,"mv08p_original_v1",1
"mv08p_source_production_resource_v1",9,"SRA740174_SRS3548780","internal124","primary90",614,"completed",0,108.718148469925,1031929856,1800,12884901888,15641386,"fff23b4bb058cf30044f2175d5e7366db0f1f9c2fa6f07f3edf53cfeccf14c02","f9bf143b1bd87decad7e096ebce291523026c028ab0b64d165035c0785ea231e",338,"known_glmGamPoi_native_fallback",10,TRUE,FALSE,FALSE,FALSE,FALSE,"closed",FALSE,"mv08p_original_v1",1
"mv08p_source_production_resource_v1",10,"SRA850958_SRS4386110","internal124","added34",617,"completed",0,98.9869964122772,913223680,1800,12884901888,15641386,"4032b3af39b6a28f39b810382bd249d585050c714865605571d4003dcba1cb76","dfc7eb308261673c132e62594e376af44bf3c0c97cfc96e1b8ef9f8ab9f0a739",338,"known_glmGamPoi_native_fallback",10,TRUE,FALSE,FALSE,FALSE,FALSE,"closed",FALSE,"mv08p_original_v1",1
"mv08p_source_production_resource_v1",11,"SRA784242_SRS3822686","internal124","primary90",623,"completed",0,107.933074712753,883191808,1800,12884901888,15641386,"d2447ee4d3b26c2f53f157f8b92c34f8001f3b8411622c9467aa4ad3921559a8","8dc0a080d7827a1a2dbbef10a31c097b0d4e5c2fb5b811be1867128032fa64dd",338,"known_glmGamPoi_native_fallback",10,TRUE,FALSE,FALSE,FALSE,FALSE,"closed",FALSE,"mv08p_original_v1",1
"mv08p_source_production_resource_v1",12,"SRA740174_SRS3548782","internal124","primary90",646,"completed",0,120.532740592957,1105805312,1800,12884901888,15641386,"34ad8563aa1802b6106d8fb89ff82e8ac4ada230f30884d9a65a6d32db9b877f","61ff1fa4a3566ff7626856190e3b5216fab70e2fdebbcafd3e07fd30dcbb4afd",338,"known_glmGamPoi_native_fallback",10,TRUE,FALSE,FALSE,FALSE,FALSE,"closed",FALSE,"mv08p_original_v1",1
"mv08p_source_production_resource_v1",13,"SRA784242_SRS3822683","internal124","primary90",647,"completed",0,113.697738409042,923725824,1800,12884901888,15641386,"8107683ccbc70cfbaa20fa4b7d4f42d2947763b74fb8bf38c7d67ec63afbad95","0cf17fe3079bd4c198a271206d9a329b76bcee88ec22f0ec19f42ebb95bb5874",338,"known_glmGamPoi_native_fallback",10,TRUE,FALSE,FALSE,FALSE,FALSE,"closed",FALSE,"mv08p_original_v1",1
"mv08p_source_production_resource_v1",14,"SRA850958_SRS4386112","internal124","added34",713,"completed",0,101.486820459366,910925824,1800,12884901888,15641386,"d92d1013b8760f0684d7ef0e98b0287641256ff3e2b327bf25dbec153ca8847f","1171dd3f1c0d890af9d498b22d5b07504844e3c493e5557af3ad1ad92b7df626",338,"known_glmGamPoi_native_fallback",10,TRUE,FALSE,FALSE,FALSE,FALSE,"closed",FALSE,"mv08p_original_v1",1
"mv08p_source_production_resource_v1",15,"SRA850958_SRS4386111","internal124","added34",778,"completed",0,105.697538614273,1062129664,1800,12884901888,15641386,"95704d8a3f7f7b9b0fbef81ff8c870735173626ceac1d14f95f975a506ca80b0","28e0fad38b59278f942c4e9abb666b1a34317c7bf136c035fa3439d5f1f1bcc1",338,"known_glmGamPoi_native_fallback",10,TRUE,FALSE,FALSE,FALSE,FALSE,"closed",FALSE,"mv08p_original_v1",1
"mv08p_source_production_resource_v1",16,"SRA850958_SRS4386109","internal124","added34",809,"completed",0,121.237236499786,1008758784,1800,12884901888,15641386,"84c219abb949204ea9fbadf7352102572d8a9002513d0270524477376521fc5f","672fb1ceccd5374e4f32a06baab96c8f296767f4e292602053dd05e569f79b28",338,"known_glmGamPoi_native_fallback",10,TRUE,FALSE,FALSE,FALSE,FALSE,"closed",FALSE,"mv08p_original_v1",1
"mv08p_source_production_resource_v1",17,"SRA621638_SRS2610285","internal124","primary90",832,"completed",0,131.504848718643,1014349824,1800,12884901888,15641386,"34b1ccecd53cde69a16a9a0f762ce81911a600e7f5e7ceb29b6b49396a6f3165","f4da3e2d29f40dec0efb6d71b76d29256878844e82bd573a122d0c415aea677a",338,"known_glmGamPoi_native_fallback",10,TRUE,FALSE,FALSE,FALSE,FALSE,"closed",FALSE,"mv08p_original_v1",1
"mv08p_source_production_resource_v1",18,"SRA716608_SRS3391631","internal124","primary90",847,"completed",0,103.543246984482,892358656,1800,12884901888,15641386,"328eeaf940b9f14d156714dfe1e124f9a8e210a589ee70dabd1f4b9b815c8969","64cd0cee387e98b96f73b100c57de3109f94b287483f317c696755eb31924f35",338,"known_glmGamPoi_native_fallback",10,TRUE,FALSE,FALSE,FALSE,FALSE,"closed",FALSE,"mv08p_original_v1",1
"mv08p_source_production_resource_v1",19,"SRA779509_SRS3805249","internal124","primary90",874,"completed",0,141.670033693314,1036980224,1800,12884901888,15641386,"172e3c51bd0a1ce70bda7311d4fdb991231105f5a843557b2bdd380c6d6294bb","b6bd1370ba5de31adf77cd2268fedb5f7c84c1f2618bde8425f5b18f7c33b4ff",338,"known_glmGamPoi_native_fallback",10,TRUE,FALSE,FALSE,FALSE,FALSE,"closed",FALSE,"mv08p_original_v1",1
"mv08p_source_production_resource_v1",20,"SRA550660_SRS2089636","internal124","primary90",930,"completed",0,83.4819378852844,924135424,1800,12884901888,15633706,"e37a051a86ac589f445a7bd9f97b5b97c8f83576ba977c14c5363cc74b649d45","206414ec8a0a9e4bdb71aa32248be92c00eed534b6bc616376b03dd44ff4990b",338,"known_glmGamPoi_native_fallback",10,TRUE,FALSE,FALSE,FALSE,FALSE,"closed",FALSE,"mv08p_original_v1",1
"mv08p_source_production_resource_v1",21,"SRA749327_SRS3693911","internal124","primary90",935,"completed",0,111.493308067322,975417344,1800,12884901888,15641386,"fabd49f23d8e41697f2409c924ab0d2b42e08c4b7c8e810d227562215818d150","7c6f40e3bca2d6b161696e6fb86a303a73c9246451abb3d0ad119eeb457a425b",338,"known_glmGamPoi_native_fallback",10,TRUE,FALSE,FALSE,FALSE,FALSE,"closed",FALSE,"mv08p_original_v1",1
"mv08p_source_production_resource_v1",22,"SRA701877_SRS3279685","internal124","added34",943,"completed",0,92.4051048755646,1201516544,1800,12884901888,15633706,"416a8e2b7afb966ae395a80c3e7ebd2eb64560556d57ff0e67064f1415c90dd4","ea114a714fd3f50014e4040b1d49cefc3d9f577dc8376627768ce2ad86565628",338,"known_glmGamPoi_native_fallback",10,TRUE,FALSE,FALSE,FALSE,FALSE,"closed",FALSE,"mv08p_original_v1",1
"mv08p_source_production_resource_v1",23,"SRA749327_SRS3693912","internal124","primary90",945,"completed",0,128.68399977684,891809792,1800,12884901888,15641386,"dfea5f0a7611179004821524cedf6d495c869fb3e5d0e2e56f5b497cec8eb9b1","615de8e575949fe8ccd297c29b67a5369d4c1141ccc4b45ac35f2cd276698814",338,"known_glmGamPoi_native_fallback",10,TRUE,FALSE,FALSE,FALSE,FALSE,"closed",FALSE,"mv08p_original_v1",1
"mv08p_source_production_resource_v1",24,"SRA740174_SRS3548781","internal124","primary90",952,"completed",0,145.392535924911,1521369088,1800,12884901888,15641386,"0d9595b67b1984111e2344dc38ab6fe6df8c56b6eaa8910251a36169215ea4bb","47e688427b5c73e0cc24a1f560636e1f5e685754f76ab34c1325259511fa9aa9",338,"known_glmGamPoi_native_fallback",10,TRUE,FALSE,FALSE,FALSE,FALSE,"closed",FALSE,"mv08p_original_v1",1
