"contract_id","job_id","scope","group_id","seed","view_id","homology_dimension","repeat_mode","disposition","exit_status","elapsed_seconds","peak_process_tree_rss_bytes","elapsed_cap_seconds","rss_cap_bytes","component_rows","distances_bytes","distances_sha256","outcome_label_state","biological_outcomes_computed"
"mv08g_landscape_resource_metric_v1","production__within475__mv08g__20260807__gene_topology_v1__H1","within475","mv08g__20260807__gene_topology_v1__H1",20260807,"gene_topology_v1","H1",FALSE,"completed",0,598.505860805511,193462272,3600,12884901888,7626,3496614,"da7474c2ccff036ac83ae85194f126c05196b2f17dd209400d0d2573384a44e8","closed",FALSE
"mv08g_landscape_resource_metric_v1","production__within475__mv08g__20260809__gene_topology_v1__H1","within475","mv08g__20260809__gene_topology_v1__H1",20260809,"gene_topology_v1","H1",FALSE,"completed",0,600.997348546982,199802880,3600,12884901888,7626,3496409,"2273da911c8da1f6784c5a17c51d1e1d9b4f87bc5213d16e89bc3e7907601ed2","closed",FALSE
"mv08g_landscape_resource_metric_v1","production__within475__mv08g__20260806__gene_topology_v1__H1","within475","mv08g__20260806__gene_topology_v1__H1",20260806,"gene_topology_v1","H1",FALSE,"completed",0,596.648933887482,193564672,3600,12884901888,7626,3495878,"1214e7d322764868c36a9a6172cb81981b37124cd2ce7e126bfee7e6bfcec17a","closed",FALSE
"mv08g_landscape_resource_metric_v1","production__within475__mv08g__20260805__gene_topology_v1__H1","within475","mv08g__20260805__gene_topology_v1__H1",20260805,"gene_topology_v1","H1",FALSE,"completed",0,585.861590147018,190640128,3600,12884901888,7626,3496525,"42dd406bc58489646aafc68c46c195cc34ee9eaa826c38d97d71f5bc2e927ce4","closed",FALSE
"mv08g_landscape_resource_metric_v1","production__within475__mv08g__20260808__gene_topology_v1__H1","within475","mv08g__20260808__gene_topology_v1__H1",20260808,"gene_topology_v1","H1",FALSE,"completed",0,611.556962013245,198860800,3600,12884901888,7626,3495744,"fbc4223ae228cd5af3b0d5bc47e820d76909be1be94621da6e4fb95ac883f760","closed",FALSE
"mv08g_landscape_resource_metric_v1","production__within475__mv08g__20260805__gene_topology_v1__H0","within475","mv08g__20260805__gene_topology_v1__H0",20260805,"gene_topology_v1","H0",FALSE,"completed",0,14.4713528156281,131395584,3600,12884901888,7626,3437706,"4de3ea9f5ae6160bc5509d583d6bc7e767f35af093f67c0636155974bd57f84a","closed",FALSE
"mv08g_landscape_resource_metric_v1","production__within475__mv08g__20260806__gene_topology_v1__H0","within475","mv08g__20260806__gene_topology_v1__H0",20260806,"gene_topology_v1","H0",FALSE,"completed",0,14.7422361373901,131407872,3600,12884901888,7626,3437833,"220f0733e42e1bd5c72084d29f5e9d6087c3cab22bb0d2ba912ee1e13e0ab6cd","closed",FALSE
"mv08g_landscape_resource_metric_v1","production__within475__mv08g__20260807__gene_topology_v1__H0","within475","mv08g__20260807__gene_topology_v1__H0",20260807,"gene_topology_v1","H0",FALSE,"completed",0,14.4874956607819,131317760,3600,12884901888,7626,3437658,"222b0a674de8a548cc757a1ea96a5bee177d7383b56c0ffcf5bb9eb74ae98e73","closed",FALSE
"mv08g_landscape_resource_metric_v1","production__within475__mv08g__20260808__gene_topology_v1__H0","within475","mv08g__20260808__gene_topology_v1__H0",20260808,"gene_topology_v1","H0",FALSE,"completed",0,14.5041539669037,131284992,3600,12884901888,7626,3437660,"64c30c2f62c989c1eae5b9e2b13895c1e9891c7414f023eb3a272e458e80f0c8","closed",FALSE
"mv08g_landscape_resource_metric_v1","production__within475__mv08g__20260809__gene_topology_v1__H0","within475","mv08g__20260809__gene_topology_v1__H0",20260809,"gene_topology_v1","H0",FALSE,"completed",0,14.4887139797211,131325952,3600,12884901888,7626,3437862,"60e18bb39f4fbc3c6feb721c90fc6b5a40bcb338f7adb84e9dc257d643e5d9d6","closed",FALSE
"mv08g_landscape_resource_metric_v1","production__within475__mv08g__20260805__cell_topology_v1__H0","within475","mv08g__20260805__cell_topology_v1__H0",20260805,"cell_topology_v1","H0",FALSE,"completed",0,13.7249450683594,130908160,3600,12884901888,7626,3429353,"66af8786080278ace11761075305b31eeed37679ef3b8e8599eb1106ab0fe7d4","closed",FALSE
"mv08g_landscape_resource_metric_v1","production__within475__mv08g__20260806__cell_topology_v1__H0","within475","mv08g__20260806__cell_topology_v1__H0",20260806,"cell_topology_v1","H0",FALSE,"completed",0,14.0487024784088,131145728,3600,12884901888,7626,3429305,"4bc0d9367d00ec0e3dc3480f5f5c5778da322ce59e7ecde966d653cd19d71641","closed",FALSE
"mv08g_landscape_resource_metric_v1","production__within475__mv08g__20260807__cell_topology_v1__H0","within475","mv08g__20260807__cell_topology_v1__H0",20260807,"cell_topology_v1","H0",FALSE,"completed",0,13.7374179363251,131084288,3600,12884901888,7626,3429368,"b97664373e2b17b28ef012895ff538f4f0c7a4234fb7caf96f8ca1427564744b","closed",FALSE
"mv08g_landscape_resource_metric_v1","production__within475__mv08g__20260808__cell_topology_v1__H0","within475","mv08g__20260808__cell_topology_v1__H0",20260808,"cell_topology_v1","H0",FALSE,"completed",0,13.9889872074127,131108864,3600,12884901888,7626,3429343,"6773955c39780e5dcefb3738ae00c781b083c573058c03c17cdfc7b453eff767","closed",FALSE
"mv08g_landscape_resource_metric_v1","production__within475__mv08g__20260809__cell_topology_v1__H0","within475","mv08g__20260809__cell_topology_v1__H0",20260809,"cell_topology_v1","H0",FALSE,"completed",0,14.2632610797882,130945024,3600,12884901888,7626,3429338,"ed43395f46c626832d3942a50ee518cd9d1c8820ab1fc47b120cc548de023a52","closed",FALSE
