"contract_id","job_id","scope","group_id","seed","view_id","homology_dimension","repeat_mode","disposition","exit_status","elapsed_seconds","peak_process_tree_rss_bytes","elapsed_cap_seconds","rss_cap_bytes","component_rows","distances_bytes","distances_sha256","outcome_label_state","biological_outcomes_computed"
"mv08g_landscape_resource_metric_v1","production__matched500_475__mv08g_shift__20260807__gene_topology_v1__H1","matched500_475","mv08g_shift__20260807__gene_topology_v1__H1",20260807,"gene_topology_v1","H1",FALSE,"completed",0,18.8034250736237,184291328,3600,12884901888,124,50743,"c3d278e21b985a37377ee73ae994b4128cdaab227baac8e5e2005e29aa0b8cbe","closed",FALSE
"mv08g_landscape_resource_metric_v1","production__matched500_475__mv08g_shift__20260809__gene_topology_v1__H1","matched500_475","mv08g_shift__20260809__gene_topology_v1__H1",20260809,"gene_topology_v1","H1",FALSE,"completed",0,18.8115093708038,164110336,3600,12884901888,124,50740,"9b4523e70906e2a57697913c316a1b1481580541d74db873eb2b9ab069796de6","closed",FALSE
"mv08g_landscape_resource_metric_v1","production__matched500_475__mv08g_shift__20260806__gene_topology_v1__H1","matched500_475","mv08g_shift__20260806__gene_topology_v1__H1",20260806,"gene_topology_v1","H1",FALSE,"completed",0,18.8241024017334,166871040,3600,12884901888,124,50748,"91112f611f47f16545d5d67778475dab1cbd60db6d6b95dd630e86ae3540b0e1","closed",FALSE
"mv08g_landscape_resource_metric_v1","production__matched500_475__mv08g_shift__20260805__gene_topology_v1__H1","matched500_475","mv08g_shift__20260805__gene_topology_v1__H1",20260805,"gene_topology_v1","H1",FALSE,"completed",0,18.6167187690735,169451520,3600,12884901888,124,50733,"88eaea4e4dd32d0c5d5b53745a0580d10b7366d0a9880995367a94b95d847d64","closed",FALSE
"mv08g_landscape_resource_metric_v1","production__matched500_475__mv08g_shift__20260808__gene_topology_v1__H1","matched500_475","mv08g_shift__20260808__gene_topology_v1__H1",20260808,"gene_topology_v1","H1",FALSE,"completed",0,19.3552405834198,181260288,3600,12884901888,124,50741,"715891c7ad69d76eade14ccde42ed2d38dfec742c0c0e0edc3e5bbf3817b19d0","closed",FALSE
"mv08g_landscape_resource_metric_v1","production__matched500_475__mv08g_shift__20260805__gene_topology_v1__H0","matched500_475","mv08g_shift__20260805__gene_topology_v1__H0",20260805,"gene_topology_v1","H0",FALSE,"completed",0,6.5298867225647,92835840,3600,12884901888,124,49565,"1241233f65a3b7035bc3dc4f8418bfb29d5a941446e6eb77c82858296d1a0651","closed",FALSE
"mv08g_landscape_resource_metric_v1","production__matched500_475__mv08g_shift__20260806__gene_topology_v1__H0","matched500_475","mv08g_shift__20260806__gene_topology_v1__H0",20260806,"gene_topology_v1","H0",FALSE,"completed",0,6.22059035301208,92495872,3600,12884901888,124,49567,"8459f2c183f89f2e7be76a87b937762aaecf829630daddddc39b4ae84e9248f5","closed",FALSE
"mv08g_landscape_resource_metric_v1","production__matched500_475__mv08g_shift__20260807__gene_topology_v1__H0","matched500_475","mv08g_shift__20260807__gene_topology_v1__H0",20260807,"gene_topology_v1","H0",FALSE,"completed",0,6.21849870681763,92385280,3600,12884901888,124,49569,"5d0cf537c196d0cbbe7def864dcba94ab5152dc448ce44a210f31e09fa582da0","closed",FALSE
"mv08g_landscape_resource_metric_v1","production__matched500_475__mv08g_shift__20260808__gene_topology_v1__H0","matched500_475","mv08g_shift__20260808__gene_topology_v1__H0",20260808,"gene_topology_v1","H0",FALSE,"completed",0,6.2212610244751,92205056,3600,12884901888,124,49574,"63e5563461de204e2469aa6d8301fd73ae89b5023356b789fa1a94eb5b0c54d0","closed",FALSE
"mv08g_landscape_resource_metric_v1","production__matched500_475__mv08g_shift__20260809__gene_topology_v1__H0","matched500_475","mv08g_shift__20260809__gene_topology_v1__H0",20260809,"gene_topology_v1","H0",FALSE,"completed",0,6.45590209960938,92286976,3600,12884901888,124,49562,"486c63522a20e0caa00114dcc2a222119253db11f9ef998a879256aed8ad7edb","closed",FALSE
"mv08g_landscape_resource_metric_v1","production__matched500_475__mv08g_shift__20260805__cell_topology_v1__H0","matched500_475","mv08g_shift__20260805__cell_topology_v1__H0",20260805,"cell_topology_v1","H0",FALSE,"completed",0,7.23243927955627,82030592,3600,12884901888,124,49555,"e97dcc1dab02e1253187a2c04e0848c443ee584e0c9905abc395441007f5c5ef","closed",FALSE
"mv08g_landscape_resource_metric_v1","production__matched500_475__mv08g_shift__20260806__cell_topology_v1__H0","matched500_475","mv08g_shift__20260806__cell_topology_v1__H0",20260806,"cell_topology_v1","H0",FALSE,"completed",0,6.97502040863037,81838080,3600,12884901888,124,49554,"f72df5185f648aedc50a836587fcd93ab7289b71e0efd4935ec4f959d3158eba","closed",FALSE
"mv08g_landscape_resource_metric_v1","production__matched500_475__mv08g_shift__20260807__cell_topology_v1__H0","matched500_475","mv08g_shift__20260807__cell_topology_v1__H0",20260807,"cell_topology_v1","H0",FALSE,"completed",0,7.22194170951843,82034688,3600,12884901888,124,49560,"8ceebb1e0686ea58467219507dba7e620e237421a476612b71b127a5e00acb8d","closed",FALSE
"mv08g_landscape_resource_metric_v1","production__matched500_475__mv08g_shift__20260808__cell_topology_v1__H0","matched500_475","mv08g_shift__20260808__cell_topology_v1__H0",20260808,"cell_topology_v1","H0",FALSE,"completed",0,7.23409628868103,82014208,3600,12884901888,124,49559,"3722da72decd927ef5f44644f3b993689e25830f7f0237f5b53aaf82d4be8e53","closed",FALSE
"mv08g_landscape_resource_metric_v1","production__matched500_475__mv08g_shift__20260809__cell_topology_v1__H0","matched500_475","mv08g_shift__20260809__cell_topology_v1__H0",20260809,"cell_topology_v1","H0",FALSE,"completed",0,7.06117606163025,81997824,3600,12884901888,124,49556,"32c4bd8e9ea3f6f993b4da38e9096cda971cb776294571d17528d300e594759b","closed",FALSE
"mv08g_landscape_resource_metric_v1","production__matched500_475__mv08g_shift__20260808__cell_topology_v1__H1","matched500_475","mv08g_shift__20260808__cell_topology_v1__H1",20260808,"cell_topology_v1","H1",FALSE,"completed",0,5.94895100593567,82538496,3600,12884901888,124,49800,"12964178bdc9beefe62b5ef28dd061b128aa3fa4fc8b283279c88f1fd0f1bdf2","closed",FALSE
"mv08g_landscape_resource_metric_v1","production__matched500_475__mv08g_shift__20260807__cell_topology_v1__H1","matched500_475","mv08g_shift__20260807__cell_topology_v1__H1",20260807,"cell_topology_v1","H1",FALSE,"completed",0,6.2040684223175,82538496,3600,12884901888,124,49792,"158a30236a607fdef07c35d04d0a43819f431ef95af49940f0c3a2d046388b34","closed",FALSE
"mv08g_landscape_resource_metric_v1","production__matched500_475__mv08g_shift__20260806__cell_topology_v1__H1","matched500_475","mv08g_shift__20260806__cell_topology_v1__H1",20260806,"cell_topology_v1","H1",FALSE,"completed",0,6.2119836807251,82485248,3600,12884901888,124,49794,"e16dbd8f95dc5682a5d269fe7981918d753e803f95564c29ce9f75790483d689","closed",FALSE
"mv08g_landscape_resource_metric_v1","production__matched500_475__mv08g_shift__20260805__cell_topology_v1__H1","matched500_475","mv08g_shift__20260805__cell_topology_v1__H1",20260805,"cell_topology_v1","H1",FALSE,"completed",0,6.21482491493225,82333696,3600,12884901888,124,49794,"eefad7cfa3179fcaa431ee977a32c793940966f896a6cbde0381f0767ed73762","closed",FALSE
"mv08g_landscape_resource_metric_v1","production__matched500_475__mv08g_shift__20260809__cell_topology_v1__H1","matched500_475","mv08g_shift__20260809__cell_topology_v1__H1",20260809,"cell_topology_v1","H1",FALSE,"completed",0,5.95775651931763,82264064,3600,12884901888,124,49794,"c0ccb3864bced536be2896b06273563cb8cc2dbd1bf4573f9569f52152477a0b","closed",FALSE
