"contract_id","pair_id","view_id","homology_dimension","selection_stratum","first_diagram_id","second_diagram_id","rust_squared_distance","r_squared_distance","absolute_error","acceptance_tolerance","r_method","r_exact","r_achieved_absolute_error","first_finite_intervals","second_finite_intervals","elapsed_seconds","passed","outcome_label_state","biological_outcomes_computed"
"mv06f_stage1_r_oracle_v1","mv06f_pair_v1:000ce23b2f4a5b84e3dba326f17c05d521a3342a17b77f4e8ed14a0d58ab5402","cell_topology_v1","H0","minimum_depth","mv06f_oracle_diagram_v1:58e10aac6eb9dcfa3469d45ab4d181d4872889e9d90fcc971f84a1787296c0aa","mv06f_oracle_diagram_v1:020c3feab1ce87227b5b642c9eff14090306d55b5a7b8a3b8ab0d50ae6c83125",3877.46524909275,3877.46524909276,5.00222085975111e-12,3.87846524909276e-07,"exact_breakpoint_stream_v1",TRUE,0,383,383,3.609,TRUE,"closed",FALSE
"mv06f_stage1_r_oracle_v1","mv06f_pair_v1:7df9583d8400a234e1fc6669e7ebd18365f83150eadee3fd0f37ad8a379d305d","cell_topology_v1","H0","median_depth","mv06f_oracle_diagram_v1:345665b2fd518acb0cbdd9c52ce48b3c9c177f4f8ddfae9ae2e7460af3ecc091","mv06f_oracle_diagram_v1:afff0194e313d9febd7672cb948dc17b99efae8f77aa7b20dff375754881a2fc",733.292884839268,733.292884839268,0,7.34292884839268e-08,"exact_breakpoint_stream_v1",TRUE,0,383,383,3.59,TRUE,"closed",FALSE
"mv06f_stage1_r_oracle_v1","mv06f_pair_v1:fff3e6bb3eddc656e3a42682b51e92a4f5278cfac5532491bcf9c3fa4652416e","cell_topology_v1","H0","maximum_depth","mv06f_oracle_diagram_v1:345665b2fd518acb0cbdd9c52ce48b3c9c177f4f8ddfae9ae2e7460af3ecc091","mv06f_oracle_diagram_v1:020c3feab1ce87227b5b642c9eff14090306d55b5a7b8a3b8ab0d50ae6c83125",770.204757112179,770.204757112178,1.47792889038101e-12,7.71204757112177e-08,"exact_breakpoint_stream_v1",TRUE,0,383,383,4.09,TRUE,"closed",FALSE
"mv06f_stage1_r_oracle_v1","mv06f_pair_v1:0953af0f8b7fa2cdb76cbaf283e1ac981fbd8ddd335f4c28041d36aa0c377aae","cell_topology_v1","H1","minimum_depth","mv06f_oracle_diagram_v1:d1541923ce66d17447344962f8597f9124c96b8cdf017ac98ff913a35c931976","mv06f_oracle_diagram_v1:3aac7becfef509a8872c4fd34dc5f6fda2ab20c2aa049b4d2f68556199edd661",2.34700570618689,2.34700570618689,4.88498130835069e-15,3.3470057061869e-10,"exact_breakpoint_stream_v1",TRUE,0,228,150,1.329,TRUE,"closed",FALSE
"mv06f_stage1_r_oracle_v1","mv06f_pair_v1:c81ba5d7fa5c2fc9c5f45e41edfcf79e3d68b19b06a3b1c9688d602aa5cd200d","cell_topology_v1","H1","median_depth","mv06f_oracle_diagram_v1:466db97d13a49eaf8a061cc4d34d726172db7bfe8bfd907a9b24dccae83d8684","mv06f_oracle_diagram_v1:ea42538d495beb8fc37e16cb08b3b357d97f7ed218cf3c1598f164f39df79d4f",4.13388053110561,4.13388053110561,4.44089209850063e-15,5.13388053110561e-10,"exact_breakpoint_stream_v1",TRUE,0,300,353,4.3,TRUE,"closed",FALSE
"mv06f_stage1_r_oracle_v1","mv06f_pair_v1:40be9ab1f2f9ba4671f343a492383eecf7860aa99eca112e46250e647c5eca7e","cell_topology_v1","H1","maximum_depth","mv06f_oracle_diagram_v1:7cc231c278e7749f26512146920f599df9be03c9febf78767f5372e3038806a5","mv06f_oracle_diagram_v1:bde934864682f0726f8e8416c7c508f983a1ac0d6f9e511c66d70b84641f5abe",0.919739101082595,0.919739101082594,7.7715611723761e-16,1.91973910108259e-10,"exact_breakpoint_stream_v1",TRUE,0,423,476,9.328,TRUE,"closed",FALSE
"mv06f_stage1_r_oracle_v1","mv06f_pair_v1:00149dad601d9ab6bbdb3ea91789aab807c573ae39233c92af6ba3d0d30361ea","gene_topology_v1","H0","minimum_depth","mv06f_oracle_diagram_v1:607aee5570edd5d24e6e31de3e8aba7f2bd09f1941153e79e3519186698bf4c8","mv06f_oracle_diagram_v1:871a45778ad7a60bb4dc6024b49129db8b48f8e71ca3370fb74b7652de61b737",14.9328224015889,14.9328224015889,4.44089209850063e-14,1.59328224015889e-09,"exact_breakpoint_stream_v1",TRUE,0,499,499,5.69,TRUE,"closed",FALSE
"mv06f_stage1_r_oracle_v1","mv06f_pair_v1:838a344da983b855851f612c9d0122b1f2464dbec03bac1658823bce2a3ba04c","gene_topology_v1","H0","median_depth","mv06f_oracle_diagram_v1:dd0b5a2399a152d1f5113736466a5142a1df824f9e201dcf27a14d6857564d1d","mv06f_oracle_diagram_v1:864878509168a3f828710c88a07faeac596edf64a2307a72ee76317481a0804e",11.7980421270595,11.7980421270595,2.1316282072803e-14,1.27980421270595e-09,"exact_breakpoint_stream_v1",TRUE,0,499,499,5.607,TRUE,"closed",FALSE
"mv06f_stage1_r_oracle_v1","mv06f_pair_v1:ffd3efe18bfde1b2a6d99210e11fdc8d9ed6f9fb3292b42e0310c1700249d96a","gene_topology_v1","H0","maximum_depth","mv06f_oracle_diagram_v1:607aee5570edd5d24e6e31de3e8aba7f2bd09f1941153e79e3519186698bf4c8","mv06f_oracle_diagram_v1:d89100c51d8afdbc00c982677e542f80ab24a9e473c976c98600f3a89aea1bf7",3.70684167116774,3.70684167116774,3.10862446895044e-15,4.70684167116774e-10,"exact_breakpoint_stream_v1",TRUE,0,499,499,5.66999999999999,TRUE,"closed",FALSE
"mv06f_stage1_r_oracle_v1","mv06f_pair_v1:695997ad971eebe49080a81bd0881108ee3c2f89dad63a2e6125129ea122cb20","gene_topology_v1","H1","minimum_depth","mv06f_oracle_diagram_v1:ae8b68f32e1f0292e37b5d698624cfed2a22e60d183104219fa667c12910fb74","mv06f_oracle_diagram_v1:2f749a90cd0c9b8613420f9087ac82ea1d963a7c5eee6539a210eb9e27673b35",0.000269536118271504,0.000269536118271504,1.62630325872826e-19,1.00026953611827e-10,"exact_breakpoint_stream_v1",TRUE,0,220,111,0.968000000000004,TRUE,"closed",FALSE
