"contract_id","comparison_order","dataset_scope","contrast_id","seed","homology_dimension","left_stack","right_stack","unordered_pairs","metrics","interpretation","authorization_state","outcome_label_state","biological_outcomes_computed","axis_policy","left_catalog_order","right_catalog_order","view_kind","distance_transform","dimension_policy","pair_axis_policy","input_ready","blocked_reason","clustering_jobs","fusion_jobs"
"mv08zv_distance_comparison_queue_v1",1,"internal124","fit_scope_effect",20260805,"H0","existing_selectedfit_data_exact500","allqc_data_exact500",7626,"pearson;spearman;nonnegative_scale;relative_stress;left_right_median;median_abs_scaled_change;p95_abs_scaled_change;mean_median_p10_neighbor_overlap;input_output_hashes","descriptive_no_equivalence_or_biological_claim","closed_pending_mv08zv_correction_closure","closed",FALSE,"same_internal_sample_seed_axis_required",1,11,"gene_topology_v1","sqrt_exact_squared_L2","H0_H1_separate_no_combination","same_124_units_same_seed_7626_unordered_pairs",TRUE,"none",0,0
"mv08zv_distance_comparison_queue_v1",2,"internal124","layer_effect",20260805,"H0","allqc_data_exact500","allqc_residual_exact500",7626,"pearson;spearman;nonnegative_scale;relative_stress;left_right_median;median_abs_scaled_change;p95_abs_scaled_change;mean_median_p10_neighbor_overlap;input_output_hashes","descriptive_no_equivalence_or_biological_claim","closed_pending_mv08zv_correction_closure","closed",FALSE,"same_internal_sample_seed_axis_required",11,21,"gene_topology_v1","sqrt_exact_squared_L2","H0_H1_separate_no_combination","same_124_units_same_seed_7626_unordered_pairs",TRUE,"none",0,0
"mv08zv_distance_comparison_queue_v1",3,"internal124","net_migration_effect",20260805,"H0","existing_selectedfit_data_exact500","allqc_residual_exact500",7626,"pearson;spearman;nonnegative_scale;relative_stress;left_right_median;median_abs_scaled_change;p95_abs_scaled_change;mean_median_p10_neighbor_overlap;input_output_hashes","descriptive_no_equivalence_or_biological_claim","closed_pending_mv08zv_correction_closure","closed",FALSE,"same_internal_sample_seed_axis_required",1,21,"gene_topology_v1","sqrt_exact_squared_L2","H0_H1_separate_no_combination","same_124_units_same_seed_7626_unordered_pairs",TRUE,"none",0,0
"mv08zv_distance_comparison_queue_v1",4,"internal124","fit_scope_effect",20260806,"H0","existing_selectedfit_data_exact500","allqc_data_exact500",7626,"pearson;spearman;nonnegative_scale;relative_stress;left_right_median;median_abs_scaled_change;p95_abs_scaled_change;mean_median_p10_neighbor_overlap;input_output_hashes","descriptive_no_equivalence_or_biological_claim","closed_pending_mv08zv_correction_closure","closed",FALSE,"same_internal_sample_seed_axis_required",3,13,"gene_topology_v1","sqrt_exact_squared_L2","H0_H1_separate_no_combination","same_124_units_same_seed_7626_unordered_pairs",TRUE,"none",0,0
"mv08zv_distance_comparison_queue_v1",5,"internal124","layer_effect",20260806,"H0","allqc_data_exact500","allqc_residual_exact500",7626,"pearson;spearman;nonnegative_scale;relative_stress;left_right_median;median_abs_scaled_change;p95_abs_scaled_change;mean_median_p10_neighbor_overlap;input_output_hashes","descriptive_no_equivalence_or_biological_claim","closed_pending_mv08zv_correction_closure","closed",FALSE,"same_internal_sample_seed_axis_required",13,25,"gene_topology_v1","sqrt_exact_squared_L2","H0_H1_separate_no_combination","same_124_units_same_seed_7626_unordered_pairs",TRUE,"none",0,0
"mv08zv_distance_comparison_queue_v1",6,"internal124","net_migration_effect",20260806,"H0","existing_selectedfit_data_exact500","allqc_residual_exact500",7626,"pearson;spearman;nonnegative_scale;relative_stress;left_right_median;median_abs_scaled_change;p95_abs_scaled_change;mean_median_p10_neighbor_overlap;input_output_hashes","descriptive_no_equivalence_or_biological_claim","closed_pending_mv08zv_correction_closure","closed",FALSE,"same_internal_sample_seed_axis_required",3,25,"gene_topology_v1","sqrt_exact_squared_L2","H0_H1_separate_no_combination","same_124_units_same_seed_7626_unordered_pairs",TRUE,"none",0,0
"mv08zv_distance_comparison_queue_v1",7,"internal124","fit_scope_effect",20260807,"H0","existing_selectedfit_data_exact500","allqc_data_exact500",7626,"pearson;spearman;nonnegative_scale;relative_stress;left_right_median;median_abs_scaled_change;p95_abs_scaled_change;mean_median_p10_neighbor_overlap;input_output_hashes","descriptive_no_equivalence_or_biological_claim","closed_pending_mv08zv_correction_closure","closed",FALSE,"same_internal_sample_seed_axis_required",5,15,"gene_topology_v1","sqrt_exact_squared_L2","H0_H1_separate_no_combination","same_124_units_same_seed_7626_unordered_pairs",TRUE,"none",0,0
"mv08zv_distance_comparison_queue_v1",8,"internal124","layer_effect",20260807,"H0","allqc_data_exact500","allqc_residual_exact500",7626,"pearson;spearman;nonnegative_scale;relative_stress;left_right_median;median_abs_scaled_change;p95_abs_scaled_change;mean_median_p10_neighbor_overlap;input_output_hashes","descriptive_no_equivalence_or_biological_claim","closed_pending_mv08zv_correction_closure","closed",FALSE,"same_internal_sample_seed_axis_required",15,27,"gene_topology_v1","sqrt_exact_squared_L2","H0_H1_separate_no_combination","same_124_units_same_seed_7626_unordered_pairs",TRUE,"none",0,0
"mv08zv_distance_comparison_queue_v1",9,"internal124","net_migration_effect",20260807,"H0","existing_selectedfit_data_exact500","allqc_residual_exact500",7626,"pearson;spearman;nonnegative_scale;relative_stress;left_right_median;median_abs_scaled_change;p95_abs_scaled_change;mean_median_p10_neighbor_overlap;input_output_hashes","descriptive_no_equivalence_or_biological_claim","closed_pending_mv08zv_correction_closure","closed",FALSE,"same_internal_sample_seed_axis_required",5,27,"gene_topology_v1","sqrt_exact_squared_L2","H0_H1_separate_no_combination","same_124_units_same_seed_7626_unordered_pairs",TRUE,"none",0,0
"mv08zv_distance_comparison_queue_v1",10,"internal124","fit_scope_effect",20260808,"H0","existing_selectedfit_data_exact500","allqc_data_exact500",7626,"pearson;spearman;nonnegative_scale;relative_stress;left_right_median;median_abs_scaled_change;p95_abs_scaled_change;mean_median_p10_neighbor_overlap;input_output_hashes","descriptive_no_equivalence_or_biological_claim","closed_pending_mv08zv_correction_closure","closed",FALSE,"same_internal_sample_seed_axis_required",7,17,"gene_topology_v1","sqrt_exact_squared_L2","H0_H1_separate_no_combination","same_124_units_same_seed_7626_unordered_pairs",TRUE,"none",0,0
"mv08zv_distance_comparison_queue_v1",11,"internal124","layer_effect",20260808,"H0","allqc_data_exact500","allqc_residual_exact500",7626,"pearson;spearman;nonnegative_scale;relative_stress;left_right_median;median_abs_scaled_change;p95_abs_scaled_change;mean_median_p10_neighbor_overlap;input_output_hashes","descriptive_no_equivalence_or_biological_claim","closed_pending_mv08zv_correction_closure","closed",FALSE,"same_internal_sample_seed_axis_required",17,29,"gene_topology_v1","sqrt_exact_squared_L2","H0_H1_separate_no_combination","same_124_units_same_seed_7626_unordered_pairs",TRUE,"none",0,0
"mv08zv_distance_comparison_queue_v1",12,"internal124","net_migration_effect",20260808,"H0","existing_selectedfit_data_exact500","allqc_residual_exact500",7626,"pearson;spearman;nonnegative_scale;relative_stress;left_right_median;median_abs_scaled_change;p95_abs_scaled_change;mean_median_p10_neighbor_overlap;input_output_hashes","descriptive_no_equivalence_or_biological_claim","closed_pending_mv08zv_correction_closure","closed",FALSE,"same_internal_sample_seed_axis_required",7,29,"gene_topology_v1","sqrt_exact_squared_L2","H0_H1_separate_no_combination","same_124_units_same_seed_7626_unordered_pairs",TRUE,"none",0,0
"mv08zv_distance_comparison_queue_v1",13,"internal124","fit_scope_effect",20260809,"H0","existing_selectedfit_data_exact500","allqc_data_exact500",7626,"pearson;spearman;nonnegative_scale;relative_stress;left_right_median;median_abs_scaled_change;p95_abs_scaled_change;mean_median_p10_neighbor_overlap;input_output_hashes","descriptive_no_equivalence_or_biological_claim","closed_pending_mv08zv_correction_closure","closed",FALSE,"same_internal_sample_seed_axis_required",9,19,"gene_topology_v1","sqrt_exact_squared_L2","H0_H1_separate_no_combination","same_124_units_same_seed_7626_unordered_pairs",TRUE,"none",0,0
"mv08zv_distance_comparison_queue_v1",14,"internal124","layer_effect",20260809,"H0","allqc_data_exact500","allqc_residual_exact500",7626,"pearson;spearman;nonnegative_scale;relative_stress;left_right_median;median_abs_scaled_change;p95_abs_scaled_change;mean_median_p10_neighbor_overlap;input_output_hashes","descriptive_no_equivalence_or_biological_claim","closed_pending_mv08zv_correction_closure","closed",FALSE,"same_internal_sample_seed_axis_required",19,31,"gene_topology_v1","sqrt_exact_squared_L2","H0_H1_separate_no_combination","same_124_units_same_seed_7626_unordered_pairs",TRUE,"none",0,0
"mv08zv_distance_comparison_queue_v1",15,"internal124","net_migration_effect",20260809,"H0","existing_selectedfit_data_exact500","allqc_residual_exact500",7626,"pearson;spearman;nonnegative_scale;relative_stress;left_right_median;median_abs_scaled_change;p95_abs_scaled_change;mean_median_p10_neighbor_overlap;input_output_hashes","descriptive_no_equivalence_or_biological_claim","closed_pending_mv08zv_correction_closure","closed",FALSE,"same_internal_sample_seed_axis_required",9,31,"gene_topology_v1","sqrt_exact_squared_L2","H0_H1_separate_no_combination","same_124_units_same_seed_7626_unordered_pairs",TRUE,"none",0,0
"mv08zv_distance_comparison_queue_v1",16,"internal124","fit_scope_effect",20260805,"H1","existing_selectedfit_data_exact500","allqc_data_exact500",7626,"pearson;spearman;nonnegative_scale;relative_stress;left_right_median;median_abs_scaled_change;p95_abs_scaled_change;mean_median_p10_neighbor_overlap;input_output_hashes","descriptive_no_equivalence_or_biological_claim","closed_pending_mv08zv_correction_closure","closed",FALSE,"same_internal_sample_seed_axis_required",2,12,"gene_topology_v1","sqrt_exact_squared_L2","H0_H1_separate_no_combination","same_124_units_same_seed_7626_unordered_pairs",TRUE,"none",0,0
"mv08zv_distance_comparison_queue_v1",17,"internal124","layer_effect",20260805,"H1","allqc_data_exact500","allqc_residual_exact500",7626,"pearson;spearman;nonnegative_scale;relative_stress;left_right_median;median_abs_scaled_change;p95_abs_scaled_change;mean_median_p10_neighbor_overlap;input_output_hashes","descriptive_no_equivalence_or_biological_claim","closed_pending_mv08zv_correction_closure","closed",FALSE,"same_internal_sample_seed_axis_required",12,23,"gene_topology_v1","sqrt_exact_squared_L2","H0_H1_separate_no_combination","same_124_units_same_seed_7626_unordered_pairs",TRUE,"none",0,0
"mv08zv_distance_comparison_queue_v1",18,"internal124","net_migration_effect",20260805,"H1","existing_selectedfit_data_exact500","allqc_residual_exact500",7626,"pearson;spearman;nonnegative_scale;relative_stress;left_right_median;median_abs_scaled_change;p95_abs_scaled_change;mean_median_p10_neighbor_overlap;input_output_hashes","descriptive_no_equivalence_or_biological_claim","closed_pending_mv08zv_correction_closure","closed",FALSE,"same_internal_sample_seed_axis_required",2,23,"gene_topology_v1","sqrt_exact_squared_L2","H0_H1_separate_no_combination","same_124_units_same_seed_7626_unordered_pairs",TRUE,"none",0,0
"mv08zv_distance_comparison_queue_v1",19,"internal124","fit_scope_effect",20260806,"H1","existing_selectedfit_data_exact500","allqc_data_exact500",7626,"pearson;spearman;nonnegative_scale;relative_stress;left_right_median;median_abs_scaled_change;p95_abs_scaled_change;mean_median_p10_neighbor_overlap;input_output_hashes","descriptive_no_equivalence_or_biological_claim","closed_pending_mv08zv_correction_closure","closed",FALSE,"same_internal_sample_seed_axis_required",4,14,"gene_topology_v1","sqrt_exact_squared_L2","H0_H1_separate_no_combination","same_124_units_same_seed_7626_unordered_pairs",TRUE,"none",0,0
"mv08zv_distance_comparison_queue_v1",20,"internal124","layer_effect",20260806,"H1","allqc_data_exact500","allqc_residual_exact500",7626,"pearson;spearman;nonnegative_scale;relative_stress;left_right_median;median_abs_scaled_change;p95_abs_scaled_change;mean_median_p10_neighbor_overlap;input_output_hashes","descriptive_no_equivalence_or_biological_claim","closed_pending_mv08zv_correction_closure","closed",FALSE,"same_internal_sample_seed_axis_required",14,26,"gene_topology_v1","sqrt_exact_squared_L2","H0_H1_separate_no_combination","same_124_units_same_seed_7626_unordered_pairs",TRUE,"none",0,0
